book	id	star	time	likenum	body
伊豆的舞女	39140882	allstar40	2015-05-13	0	简单的美好。。。
伊豆的舞女	Jing-Love-L	allstar40	2014-12-22	0	大学时读的川端，对物哀之美的继承
伊豆的舞女	Tingfengzhe-lv	allstar40	2014-05-06	0	在年轻时候读过的川端康成的最喜欢的书。
伊豆的舞女	82926620	none	2014-03-19	0	看到最后的“我躺在床上，眼泪止不住的往外流”时自己竟不自觉流泪。那时我还只是人畜无害青涩初二男生。转眼12年已经过去了！
伊豆的舞女	all_star	allstar40	2014-01-23	0	细腻，唯美，伤感。
伊豆的舞女	sky7626446	allstar40	2014-07-16	0	年轻的时候看岛国动作片，看到里面的美女会觉得很惋惜，“这么好的姑娘怎么就自甘堕落了呢”，而现在看到美女的反应是“这妹子什么时候下海？有步兵吗？”时间是如何的改变了我们，只有自己最清楚
伊豆的舞女	freedom4ever_L	allstar40	2014-01-22	0	日本文学向来有种含蓄的感觉。苍白的伤心像是貌似温柔利刃一般，在心底绵长地刺痛。
伊豆的舞女	55988026	allstar40	2013-09-01	0	了解一下风格，并且果断想到了文艺心理学的童年的缺失性经验。
伊豆的舞女	39262108	allstar40	2013-07-24	0	第一次听说《伊豆的舞娘》的 时候，是在20年前，从刘墉先生的书上见到关于这本书的描述和评价，感觉很美很伤感，昨天第一次读完这本书，发现比刘墉形容的更加动人
伊豆的舞女	62683920	none	2013-08-21	0	少年的体温温暖着我。我任凭泪泉涌流。我的头脑恍如变成了一池清水，一滴滴溢了出来，后来什么都没有留下，顿时觉得舒畅了。
伊豆的舞女	44128562	allstar40	2013-10-02	0	日本人可真作呀！（感觉真是跟中国人一脉相承＝＝（喂
伊豆的舞女	AndreBFSU	allstar50	2013-11-10	0	单说《伊豆舞女》这一篇：日本人写人心之恶很厉害，但是写美的时候，依然可以如此完美。
伊豆的舞女	2789304	allstar20	2014-01-10	0	你明知道他给你泡的是茶  但喝起来就像白开水
伊豆的舞女	55914679	allstar40	2013-12-03	0	恍然间，我以为从氤氲的蒸汽中，走出的是卡门。
伊豆的舞女	hardcandylove	allstar50	2013-04-15	0	我20岁的时候在干啥？
伊豆的舞女	49174982	none	2013-04-18	0	高中
伊豆的舞女	junetcheung	allstar50	2013-05-25	0	日本文学向来以阴冷、凛冽著称，川端的书，却少有的温暖笔触，用词并不华丽累赘，情感真挚，只言片语便扎根你心，最喜欢伊豆的舞女这个故事，而故事似乎也与向统的男尊女卑式的历史日本文化相符，所谓一叶知秋，带着庞大的历史构架，才能把心融入一本书里去读懂他，而这也是一个潜移默化日积月累的过程。
伊豆的舞女	Hikang.z	allstar50	2013-07-10	0	我的头脑恍如变成了一池清水，一滴滴溢了出来，后来什么都没有留下，顿时觉得舒畅了。
伊豆的舞女	sha_ya	allstar50	2013-04-15	0	生和死的独特视觉，怎么也抓不住。
世界尽头与冷酷仙境	poz	allstar40	2014-08-22	209	一下子明白了为什么这么多人黑林少华，居然可以翻出“排山倒海地干”这种句子...
世界尽头与冷酷仙境	yiyi.11	allstar50	2010-01-10	79	你是一只独角兽，头骨里盛满了我的梦。
世界尽头与冷酷仙境	vieplivee	allstar50	2009-09-13	32	村上春树最好的一本。
世界尽头与冷酷仙境	hovialy	allstar50	2014-04-24	13	冷漠与温柔平衡，兼之绝佳的细节感和无畏的想像力，在冰凉的理性和残酷中充满对人情的珍惜。目前心目中村上最好的小说。可以通过它思考寻觅意义，意义本身，表象和本质，爱，存在；也可以单纯地享受故事本身。不知道为什么突然联想起“鼓盆而歌”的故事；可能是因为两者间共同的对生命的坦然和深藏的真诚温情。要重读的。朋友还推荐去读英译，她觉得比汉译好。我从未读过日本小说的英译。
世界尽头与冷酷仙境	bluelavender	allstar40	2012-08-07	9	这种又感性又理性还搞脑子的小说读起来真是有点点辛苦啊，但是阅读感很好！
世界尽头与冷酷仙境	suev	allstar50	2009-05-12	4	漠漠，我好象买重了……
世界尽头与冷酷仙境	maijing	allstar50	2012-04-29	3	同样是为数不多让我十分喜欢的小说
世界尽头与冷酷仙境	wayne8	allstar50	2013-03-26	3	这个书名也喜欢。
世界尽头与冷酷仙境	47631056	allstar40	2012-10-17	3	抒情無與倫比，然而讀了那麼多村上，這麼未免過於小資了，是我太敏感了嗎，讓我又愛又噁心……
世界尽头与冷酷仙境	xiaoju811	allstar50	2006-09-16	2	非常好看，村上的书会把你拽到里面，这本尤其是。爱是一切的答案~
世界尽头与冷酷仙境	mondo	allstar50	2011-10-16	2	真神
世界尽头与冷酷仙境	2201105	allstar40	2017-04-01	3	如果世界没有藏身之处，那就躲回自我的意识中。
世界尽头与冷酷仙境	Uroboros	allstar40	2017-08-02	2	人是否应该明确知道自己的意识核？计算士 符号士 夜鬼 影子 读梦人 独角兽 胖女郎 胃扩张 两只银手镯 回形针 屠格涅夫 毛姆 手风琴 海边的卡夫卡前身 转型期艰涩慢热 脑补汤浅政明×灰羽联盟 P233我就这样一年老似一年，像贴在海底岩石的海参一样孤单单地一年年衰老下去。
世界尽头与冷酷仙境	lingying9	allstar50	2015-09-15	1	脑洞特别大的村上君写的关于控制人脑的高级装置，最后走向自我毁灭的过程，想像力天马行空
世界尽头与冷酷仙境	jolinalbert	allstar30	2017-04-06	1	村上的男主总感觉只是换了个马甲，其内在都没什区别，导致看完在回忆的时候几本书总是会混。这本的想法比较独特，但是可读性真的不算好，结尾的推进还不错。
世界尽头与冷酷仙境	perovskite	allstar40	2017-11-22	0	创造世界，然后困住自己。虽然书中对需要心的理由触及的很浅，但世界尽头已经在我脑海里有了具象化的形象，一个常年雾蒙蒙的镇子，一个时间被拉长的冬天。
世界尽头与冷酷仙境	post-rocker	none	2008-12-12	1	全集之
世界尽头与冷酷仙境	miuccia	none	2006-12-22	0	很喜欢的村上
世界尽头与冷酷仙境	ruawas	allstar50	2011-02-08	0	文学版《盗梦空间》……
世界尽头与冷酷仙境	yezhouxxx	none	2008-10-15	0	第一本村上的小说，为了独角兽和胖女郎。
世界尽头与冷酷仙境	endlesssisyphus	allstar50	2010-03-16	0	村上的平行太厉害了...
世界尽头与冷酷仙境	shenqingli	allstar50	2017-02-02	0	咦，好几年前看的了，居然忘标？村上的作品里最喜欢卡夫卡与这本，并且私以为这本更胜一筹。
世界尽头与冷酷仙境	2012057	none	2007-12-07	0	独角兽和夜鬼
世界尽头与冷酷仙境	min_1224_child	allstar40	2012-11-25	0	我挺中意双线叙事的手法，算简约版的跳房子吧。对小说中的世界的框架做得也到位，依然铺满音乐和文学的场域，但顾此失彼感情戏相对弱多了。男主永远是渡边，女性角色在且听风吟里定死了，不过体型上变化下。
世界尽头与冷酷仙境	denisnie	allstar50	2011-07-17	0	平行交叉的讲述，值得再看
世界尽头与冷酷仙境	RebeccaWoo	none	2007-02-10	0	没读完
世界尽头与冷酷仙境	hehudie13	none	2009-02-09	0	很艰难的读了12天，还是没有喜欢《海边的卡夫卡》那样喜欢这一本。总觉得村上冗长的叙述是我无法接受的写作手法。
世界尽头与冷酷仙境	strawberryever	allstar50	2007-07-23	0	如同没有爱世界就不存在一样。边境边境。
世界尽头与冷酷仙境	fingcat	allstar50	2017-07-11	1	今时今日，读这一本闻到了死亡教育的意味，死去是安全地蜷缩在自己的意识当中。
世界尽头与冷酷仙境	susiesj	none	2008-09-24	0	那个黑暗中的拥抱的气味。
世界尽头与冷酷仙境	kiwifairy	allstar50	2012-05-08	0	极精彩！
世界尽头与冷酷仙境	ScytheV	allstar50	2010-01-01	0	最喜欢的村上的书。
世界尽头与冷酷仙境	Alice-in-Bed	allstar30	2008-08-14	0	至少女主人公这次比较肉感
世界尽头与冷酷仙境	braxin2007	allstar40	2013-03-17	0	开头和结尾都很棒，还是想吐槽一下林少华的翻译
世界尽头与冷酷仙境	badkitty	allstar50	2012-08-03	0	这本除了多元世界，也谈论了一个关于磨损的话题。
世界尽头与冷酷仙境	imjoyang	allstar50	2008-10-11	0	读过3遍。
世界尽头与冷酷仙境	lenin	allstar50	2007-09-01	0	童话般的世界
世界尽头与冷酷仙境	bby341	allstar50	2013-04-05	0	温文尔雅，即使是悬疑小说，也写的很温柔~！！
世界尽头与冷酷仙境	gracexiong	allstar40	2011-01-16	0	《first of may》对这本书的感觉，依稀就如听这首歌。
世界尽头与冷酷仙境	2180956	allstar30	2009-09-19	0	6/10
世界尽头与冷酷仙境	vampire1991	allstar50	2013-04-08	0	前几日做梦身在世界尽头，魇的不轻，醒来决定温习此书。赞极了。
世界尽头与冷酷仙境	princess_luo	allstar50	2014-02-03	0	这里无所不有，又一无所有。我保准能找出我渴求的东西。
世界尽头与冷酷仙境	greenrabbit	allstar40	2010-06-26	0	书中的阿凡达世界
世界尽头与冷酷仙境	iCyber	allstar40	2006-06-17	0	比喻很妖媚的佳作
世界尽头与冷酷仙境	neuron	allstar50	2009-10-30	0	最喜欢的一本
世界尽头与冷酷仙境	marchduck	allstar50	2007-12-24	0	最喜欢的小说
世界尽头与冷酷仙境	kfcmoon	allstar40	2008-11-14	0	两边的世界都有女郎啊，都不好抛弃啊。
世界尽头与冷酷仙境	otherheaven	allstar40	2013-10-16	0	我不能抛弃心，我想。无论它多么沉重，有时是多么黑暗，但它还是可以时而像鸟一样在风中曼舞，可以眺望永恒。
世界尽头与冷酷仙境	1091236	none	2015-05-27	1	随手拿起翻了几页，不知不觉就看了下去；不能多看，看多了精神恍惚。。。
世界尽头与冷酷仙境	leftrighthands	allstar50	2011-05-03	0	大学图书馆
世界尽头与冷酷仙境	Mo-Cuishle	allstar30	2009-12-13	0	第一次读他的书 还不是很适应
世界尽头与冷酷仙境	RoyChan805	allstar30	2008-08-31	0	纯粹是喜欢书名
世界尽头与冷酷仙境	ann1989	allstar50	2012-07-09	0	简直神了
世界尽头与冷酷仙境	revemo	allstar50	2007-08-20	0	淡淡的孤独,感觉自我的存在
世界尽头与冷酷仙境	senses058	allstar30	2011-11-10	0	最喜欢看村上写男人做饭的情景
世界尽头与冷酷仙境	karensrye	allstar40	2012-09-26	0	软科幻，真童话。
世界尽头与冷酷仙境	fabre	allstar50	2010-11-10	0	未免有点太流弊
世界尽头与冷酷仙境	sophisticated	allstar40	2006-06-20	0	很喜欢这个名字，或者说自己希望有这样一个地方，让我去。
世界尽头与冷酷仙境	chouyao	allstar30	2013-01-23	0	14/150 村上的小说基本都是一下午读完，然后三天后就忘了写的啥了。后来我终于懂了，这就叫情怀。
世界尽头与冷酷仙境	m951753	none	2013-11-29	0	文笔太美
世界尽头与冷酷仙境	dubian0816	allstar50	2008-07-14	0	6
世界尽头与冷酷仙境	lovedeeper	allstar30	2012-02-18	0	其实是写到一半不想写了吧！
世界尽头与冷酷仙境	intellectual_A	allstar50	2014-01-26	0	很孤独的小说，我喜欢。
世界尽头与冷酷仙境	milanren	allstar50	2008-05-19	0	好酷的文字
世界尽头与冷酷仙境	amieidog	none	2008-05-15	0	都快看发烧了意境很神秘
世界尽头与冷酷仙境	renoirxue	allstar20	2011-01-08	0	一般吧，或者我没看懂
世界尽头与冷酷仙境	egyptcotton	allstar40	2010-03-08	0	结尾处有点╮(╯_╰)╭
世界尽头与冷酷仙境	amorsmap	allstar40	2009-10-25	0	太长了……
世界尽头与冷酷仙境	tasvi	allstar40	2009-12-29	0	冬季的小镇，宁静而安详，图书馆里洋溢着咖啡的芬芳，古书一本本的翻
世界尽头与冷酷仙境	46894377	allstar40	2016-01-30	0	我不能抛弃心，我想。无论它多么沉重，有时是多么黑暗，但它还是可以时而像鸟一样在风中曼舞，可以眺望永恒。
世界尽头与冷酷仙境	SDL	allstar30	2007-12-29	0	以后不会再痴迷村上的长篇了吧
世界尽头与冷酷仙境	EVO	none	2009-02-11	0	四年前买的今天读完，仍然很费劲。
世界尽头与冷酷仙境	doll_07	allstar30	2012-12-24	0	后面还行。前面看着无聊
世界尽头与冷酷仙境	miantuaner	allstar40	2011-07-25	0	逻辑思维强的哀伤><星星眼
世界尽头与冷酷仙境	pragueng	allstar40	2012-09-02	0	心到穷途末路也灿烂
世界尽头与冷酷仙境	cici0617	allstar40	2012-06-30	0	喜欢“世界尽头”的20章,一个遗世独立又优雅抒情的世界,最后的选择意料之外也是情理之中,拒绝外面的残酷世界,同时也拒绝在镇子过一种不现实的安逸日子.决心带着一颗残缺不全的心坚定过自己的日子,没人能任意左右的日子.总之是看到最后3页,鸡皮疙瘩一下子立起来.
世界尽头与冷酷仙境	marvinp	allstar40	2008-03-20	0	语言很好，思想不是我的茶
世界尽头与冷酷仙境	shackle	allstar40	2007-02-13	0	村上里我最喜欢这本
世界尽头与冷酷仙境	britpopcat	allstar40	2010-12-25	0	读村上，猜测情节是完全木有意义的。
世界尽头与冷酷仙境	antinous	allstar40	2011-08-03	0	要看村上，一本世界尽头足以。
世界尽头与冷酷仙境	1793748	allstar50	2012-04-12	0	村上的这种类型故事总是特别对我的胃口
世界尽头与冷酷仙境	houbs6686	allstar40	2008-02-04	0	回旋力
世界尽头与冷酷仙境	penguintao	allstar50	2009-02-13	0	07年冬天买的书，09年的冬天看的，这两个冬天都很暖和，没有小说中的环境气氛。
世界尽头与冷酷仙境	awanseventeen	none	2011-11-06	0	看着看着我醉了。
世界尽头与冷酷仙境	baichi0038	allstar50	2009-02-14	0	偶心中村上书架的前三名~
世界尽头与冷酷仙境	Holy-Ran	allstar50	2009-01-30	0	看了不止一遍……虽然郝大爷说我看此人的书很俗，但是，老子喜欢。
世界尽头与冷酷仙境	jinyiye	allstar40	2011-05-08	0	最后那一餐吃的真是酣畅淋漓……
世界尽头与冷酷仙境	stefmao	none	2014-08-27	0	人物塑造上，村上把所有角色变成一个人，均是情感控制力强，爱文学懂点音乐、哲学甚至饮食文化，能神乎其神地侃上那么一会儿的超脱人士。故事讲述上，A线剧情发展极慢，很难想像以四天的经历为主线的故事竟可以铺展这么长，而其中最难以置信的是男主角四天几乎没有睡觉却能大战各路“鬼怪”直至临死还不忘装Xl和所谓博士在夜鬼巢穴建工作室并以年迈之姿战胜敌手的情节等。B线非重点，描述总是有限，虽然作为世界尽头而存在，其本身所意味的仍然是现代文明，尤其是西方文化，稍作思考就会觉得这条线索的逻辑存在问题，具体哪里不对又说不太上来。总体来看，这部小说过于像一部杂文集，不乏对各种名牌和格调的吹捧，难解其深意。
世界尽头与冷酷仙境	chahuzi	allstar50	2013-03-29	0	心到尽头，末日也灿烂。---比1Q84好。
世界尽头与冷酷仙境	GEORGES1031	allstar50	2009-05-01	0	对位法小说之代表作，灵感似从扎米亚京之《我们》而来
世界尽头与冷酷仙境	sephiroth	allstar50	2007-02-24	0	07/3/23 确实很美的意境 不过……嗯。。
世界尽头与冷酷仙境	DKBLUE	allstar50	2013-07-18	0	在无心与有心之间，探寻即是永恒。
世界尽头与冷酷仙境	gt11799	none	2013-12-01	0	在我本来以为高潮要来的时候结束了。我本来以为作者会给出一个不同结局，比如世界尽头的人逃出，而我不用生存在那个永生的世界。读完书，脑子里最多的是，主人公知道自己将死，本来忙碌的生活却无事可做，买一套漂亮的正装，去跟女友好好吃一顿，做爱，然后去一个公园喝光买了的啤酒，开车去一个能看见海的地方，听着喜欢的歌，静静的等待那一刻。死的方式那么多，没有比这更好的了
世界尽头与冷酷仙境	superziyi	allstar30	2015-10-10	0	真几把罗嗦啊
世界尽头与冷酷仙境	teresatian	none	2016-10-20	1	我居然读完了，读的特别痛苦的两天。别人的书单果然读的很累
世界尽头与冷酷仙境	53565704	allstar40	2012-07-29	0	不止两遍
世界尽头与冷酷仙境	skywayfly	allstar40	2016-04-24	0	林少华早期的翻译真不好……行文虽流畅……却总是有很多很土的词语和多余的成语让人觉得出戏啊
世界尽头与冷酷仙境	1488108	allstar50	2017-10-21	0	我最近重读的，我没想到这样开放式的结尾，精彩
世界尽头与冷酷仙境	xiguaet	allstar40	2016-06-12	0	奇妙的画面感。
世界尽头与冷酷仙境	donkeyzhang	allstar30	2015-08-10	0	不太懂
世界尽头与冷酷仙境	jesaispas	allstar50	2015-05-11	0	这书是怎么从无聊的絮絮叨叨到最后突然变成神作的我自己还要反应一会儿……
世界尽头与冷酷仙境	cloudy20011128	allstar40	2014-12-18	0	在前往世界尽头与冷酷仙境前夕读完
世界尽头与冷酷仙境	landystar	allstar20	2015-06-26	0	应该有个「读不下去」的按钮，村上的所有书都是这种调调，没有根的轻浮的忧郁和绝望，读过几本之后就索然无味了。
世界尽头与冷酷仙境	kk1010	allstar50	2015-08-17	0	是所失之物的残渣剩留下来，让我存活至今
世界尽头与冷酷仙境	MosquitoQ3Q	allstar50	2014-07-27	0	画面感超强
世界尽头与冷酷仙境	within.april	allstar50	2014-09-17	0	在我看到城堡的影子的时候一度以为我下载错了书名，究竟逃避现实还是留在所谓真实，其实都只是脑洞太大而已。村上的书里面最喜欢的一本。
世界尽头与冷酷仙境	qielei	allstar50	2014-05-12	0	“我要对我创造的镇子里的人负责”
世界尽头与冷酷仙境	1949454	allstar40	2014-06-13	0	看的最慢的书。。。。。
世界尽头与冷酷仙境	ycsxym	allstar30	2014-06-27	0	计算士和胖女孩穿过地下黑暗找博士的那一段冗长无聊到让我想起了看《盗墓笔记》的惨痛经历，但总的来说比《海边的卡夫卡》好，喜欢这个消极并略带绝望的基调。世界尽头是人心。
世界尽头与冷酷仙境	fireflyxin	allstar40	2014-03-14	0	意识不到自己意识里另一个意识的故事， 真是个奇幻难懂的故事。。。
世界尽头与冷酷仙境	Newidiot	none	2014-11-12	0	在生命最浓缩的24小时里，我情愿扎进鲍勃·迪伦的焦嗓里一路驶进码头。偶发放空，无所事事地等待逝去，等待逃离；在比尽头更尽头的大门前，我情愿溶解自己的心踯躅不前，影子说它喜欢我，我颔首低眉目光坚定。这世界虽没有如果，但某一个时间点上总能细分为对称的两半：冷酷仙境与世界尽头，幽居在一片一片拼接的心灵之镇，世界尽头渐渐成了世界中心。村上的里世界，70亿人的大世界
世界尽头与冷酷仙境	melodiebunny	allstar40	2014-03-01	0	冷酷仙境的部分没有耐心看那些大脑的解释，看完了整本书，有点怅惘的感觉。村上春树的小说总是有太多意向性和隐喻性的东西，让人捉摸不透。最后“我”选择留在世界尽头，到底是必然还是在最后一刻的主动抉择？留在自身所创造出来的世界里，遇见所有失去的东西，可能这也是一种圆满吧。
世界尽头与冷酷仙境	qingtongkuihua	allstar50	2014-02-03	0	最爱的一本村上
世界尽头与冷酷仙境	Pudding33	allstar50	2014-01-14	0	想起小娃的一句话 每个人都是一个漩涡。
世界尽头与冷酷仙境	4104732	allstar50	2014-05-30	0	两个世界。世界的尽头是无尽的虚无，人们都丢掉了心和影子，只剩躯壳在活着。现实中的计算士，没有朋友恋人家人，独自带着退休后学希腊语的憧憬而活着，却没头绪的卷入莫名其妙各种组织的活动，会有怎样的交集呢？期待......
世界尽头与冷酷仙境	39159881	allstar50	2013-12-04	0	肥而不腻
世界尽头与冷酷仙境	Andgler	allstar50	2013-10-18	0	对现实世界的失望，以及为了在自身意识世界寻回那些失去过的东西，所以最后才选择与影子分离吧。总觉得“世界尽头”和“冷酷仙境”的名字可以调换一下，意识世界更像是冷酷仙境，而且“我”在其中对那个小镇有举足轻重的影响。开篇世界尽头一幅唯美的画面，现实则冷冰冰的，随着故事一步步发展，小镇则变得越来越冰冷无情，现实却充满温情美好的画面，两个世界在最后都留下了一丝希望，殊途同归啊~
世界尽头与冷酷仙境	cheeryo	allstar40	2013-07-08	0	世界尽头是心，冷酷仙境是脑，我们每个人都能做自己的读梦人。满难懂的一本，读起来却照旧愉快。
世界尽头与冷酷仙境	to-be-natural	allstar50	2013-08-20	0	有的东西不过很久是不可能理解的，有的东西等到理解了又为时已晚。大多时候，我们不得不在尚未清楚认识自己的心的情况下选择行动，因而感到迷惘和困惑。——《世界尽头与冷酷仙境》
世界尽头与冷酷仙境	bigbigbigbig	allstar50	2013-09-21	0	村上春树是自成一派的好作家。
世界尽头与冷酷仙境	bluelittlefish	allstar40	2013-11-02	0	在无人雪地里，一个人，坐着等死，其余什么也不做。
世界尽头与冷酷仙境	2731048	none	2013-07-19	0	初中时看过，记得很喜欢。
世界尽头与冷酷仙境	qingyunic	none	2016-02-19	1	2年都没看完 = =
世界尽头与冷酷仙境	antheaSH	allstar40	2013-04-17	0	实在晦涩。。。
世界尽头与冷酷仙境	KimikoYui	allstar40	2013-01-08	0	当年读的时候没银魂！现在脚着开车到海边那一段拍成电影借用《万事屋BLUES》无压力啊无压力~(＾Ｕ＾)ノ~ＹＯ ~~~
世界尽头与冷酷仙境	ayueshuo	allstar40	2013-02-27	0	实话是，不太懂花了这么大篇幅就为了说明人要有心才是真正活着么？
世界尽头与冷酷仙境	gougouliuhe	allstar40	2013-02-22	0	挺适合每天6号线阅读
世界尽头与冷酷仙境	61330896	allstar20	2013-04-17	0	我知道谷琦润一郎奖的份量，但我真的觉得，是啃下来的。我一直在期待的情节在最后戛然而止，我只能给2星。
世界尽头与冷酷仙境	AvaWang	none	2012-11-01	0	我读过这本书。前几天又读了一遍。读了一半才隐隐的察觉似乎以前读过。然后现在又忘了。我真的看不下去村上春树啊。。。
世界尽头与冷酷仙境	molegu	allstar40	2012-10-01	0	刚开始看的时候对场景的切换觉得有点难以接受，后来猜到了后就一切水到渠成了
世界尽头与冷酷仙境	berlin1985	allstar50	2012-12-08	0	他的书是按着年份倒着读的，说“一如既往的好”似乎有点不合适。不过就是那么回事。
世界尽头与冷酷仙境	keyrss	allstar40	2012-12-22	0	意识流。村上科幻。如回到世界尽头，如影子沉入湖底，没有波澜，如在冷酷仙境慢慢死去。都是轮回中不断重复的主题。
世界尽头与冷酷仙境	rojay	allstar40	2012-08-10	0	虽然这部小说有点难懂，但村上对氛围的营造仍是精彩。
世界尽头与冷酷仙境	29583368	allstar50	2012-11-01	0	科幻小说的外壳，平行发展的构架，创造一个世界尽头，意识与记忆，出自于己又涵盖自己，真是巧思。世界尽头有着桃花源式的安宁美丽，但还是更喜欢冷酷仙境，尽管事事皆无聊，无依无靠的绝望，然而哪怕只是地铁呼啸而来的单调声音里，也有心的温度啊。不过也不禁幻想，我的世界尽头，会是什么样子呢？
世界尽头与冷酷仙境	Salyu.h	allstar50	2012-09-13	0	原来村上还是个科幻作家
世界尽头与冷酷仙境	qianjin001	allstar40	2012-07-27	0	她的身体像小孩一样又像大人一样长得很奇妙。像一般人的身体浑身涂了果冻一般，白皙柔软的肉丰满地附着。手臂、大腿、脖子、肚子周围都真的膨胀起来，像鲸鱼一般的光滑。她的身体，简直就像夜里下了大量无声的雪一样，长了好多的肉
世界尽头与冷酷仙境	2487129	allstar50	2012-06-24	0	正是有了痛苦和不幸。才有幸福和快乐。若没有心，平静都是假相。
世界尽头与冷酷仙境	chen113	allstar50	2012-05-30	0	村上里个人最喜欢的一本。双线优美而完整，世界尽头的壮阔和绝对性的静与地下的奇异诡吊让人极度渴望地面上人世里喧嚣温暖，走到最后，倒底是不是心若死灰还是即便心存留恋，而那种留恋也不足以引起更深的波澜呢，一切交织在一起，离开的是没有选择，可未必不是内心最深层的选择，留下的是选择，可未必不是不得已的选择，话虽然说得很绕，可全本就像纠缠的藤，枝叶弥漫，处处都覆盖到了。翻过最后一页仍不忍释手，三月不知肉味。
世界尽头与冷酷仙境	omegaman	allstar40	2012-05-12	0	说实话不是很喜欢村上,觉得他的好作品也仅限舞舞舞和挪威这类.特别讨厌"冷酷仙境"的故弄玄虚,"世界尽头"倒很是有趣. 完整详细地描述了"死作为生的一面永存"的话题,但没作进一步探讨.
世界尽头与冷酷仙境	2647782	allstar30	2012-08-07	0	或许我还太年轻，看不懂书中蕴含的人生人性大义
世界尽头与冷酷仙境	MyIronLung	allstar50	2012-03-03	0	森林生活远比你预想的要艰难，没有影子的人没有心。
世界尽头与冷酷仙境	fio	none	2012-01-22	0	或许有限的人生正在被赋予有限的祝福。
世界尽头与冷酷仙境	qiyeya	allstar50	2012-01-13	0	被图书馆女孩的俏皮感动了。
世界尽头与冷酷仙境	ivy_zhang	allstar40	2012-02-19	0	wow我觉得是本不错的科幻！
世界尽头与冷酷仙境	foreverfree	allstar30	2012-03-01	0	越来越看不懂村上大叔的书了，每次看完心里都觉得冷冷的。
世界尽头与冷酷仙境	Mafengjie	allstar50	2013-12-31	0	有个小朋友说好看，激起了我的好奇心~
世界尽头与冷酷仙境	rachelcc3	allstar40	2011-10-21	0	的确是他很多乱七八糟书里面最好的一本。还记得是在南大旁边小二手书店花了5元购得。
世界尽头与冷酷仙境	jossitxzhao	allstar50	2011-10-28	0	为什么要留在世界尽头？
世界尽头与冷酷仙境	harriet	none	2011-11-15	0	村上君的比喻手法真是用到极致，膜拜
世界尽头与冷酷仙境	iamsuperG	allstar50	2011-11-25	0	不知为何，一听到张悬的几首歌，脑中就会浮现出这本书中的意境。书虽读完，但总觉得，一些细节、一些铺垫、一些含义却是错过了，还需重读才能更加理解。
世界尽头与冷酷仙境	LavieaEdmonton	allstar30	2011-12-02	0	饿。。。算是村上书里面一般般的了
世界尽头与冷酷仙境	45112780	allstar40	2011-11-02	0	村上的作品总是给你茫然中的一点美。
傲慢与偏见	amarantiness	allstar50	2010-10-28	201	赐我一个达西吧
傲慢与偏见	franz.kafkayu	allstar30	2010-04-02	47	很久以前读的时候，是向着她的名声去的，希望可以获得一些爱情启迪……可并没有给我留下好印象。所谓“傲慢与偏见”，确是情爱中常见的现象，但小说写得并不引人入胜。在我看，依然是英国古典时期贵族阶层的小家子气和小肚鸡肠，和《简爱》差远了……
傲慢与偏见	biege828	allstar50	2010-07-21	9	这本名著虽然写的精彩，但当我读到朱红研究奥斯丁的文字，更钦佩她读书的专注和入微
傲慢与偏见	chazong	none	2013-01-21	6	在现实中生活总要放弃一些东西，假如你觉得值。
傲慢与偏见	Hitachi	allstar50	2013-02-17	4	这样的故事 自然会让人向往欢喜。傲慢与偏见 要多聪明 还要多愚蠢。看了原著 的确bbc版比乔怀特的05版 要更好。
傲慢与偏见	uniking	allstar40	2009-11-12	2	爱是初中生的一片书签
傲慢与偏见	zhangxy1326	allstar30	2011-02-18	3	这种破书好评率也能那么高？！
傲慢与偏见	yuesexianxian	allstar50	2008-11-24	0	达西是女孩的梦想
傲慢与偏见	lltflyx	allstar50	2010-02-03	0	不是这个版本
傲慢与偏见	maylan	allstar50	2008-07-12	2	我最爱的世界名著
傲慢与偏见	galiwang	allstar50	2012-04-11	1	中文英文电影看了又看 超爱
傲慢与偏见	lonelyattic	allstar30	2010-10-08	0	挺童话的。不适合我现在读了。
傲慢与偏见	houkanshan	allstar40	2011-11-10	0	看小说还是要很大决心的... 怎么办啊...
傲慢与偏见	you-kyan-yui-17	allstar40	2012-10-30	0	雷立美译本弱爆了
傲慢与偏见	summer-song	allstar30	2010-07-24	0	完全不是我的菜~
傲慢与偏见	tasiai	allstar40	2010-10-01	1	伊丽莎白心里跟明镜似的
傲慢与偏见	incubus	allstar30	2011-11-28	0	看了各种版本很多遍，儿童版原版有声书电影，就没觉出过好来=,=
傲慢与偏见	damuou	allstar40	2011-08-01	0	通读过一遍，择段重读过，好是没错，但至今没明白过来哪有说得这么好，真是审美不来。我还是喜欢95版。。。
傲慢与偏见	candysunflower	allstar40	2015-04-05	1	那些脑残连续剧王子与灰姑娘的故事确实不是扒的傲慢与偏见的内核？哈哈，酱紫看来，日本很多漫画都是改编的西方文学故事，只是改了个背景嘛！
傲慢与偏见	1576590	allstar50	2007-07-27	0	最喜欢的小说
傲慢与偏见	saha	allstar50	2012-11-19	0	小时候一读再读，抱着不放的书，真是能抓住少女的心啊！^^
傲慢与偏见	Vnilla	allstar40	2008-05-09	0	还可以啦，名著嘛。。浅显通俗注重故事情节的那种。拿来消遣吧。曾经很喜欢，因为它的超级大团圆结局。
傲慢与偏见	yldo	allstar50	2010-01-13	0	豆瓣没有我看的版本
傲慢与偏见	chaiweijia	allstar30	2015-10-29	0	翻译地很不错。。
